pd_lr,pd_rf,pd_lgbm,y
0.0002479056134284848,0.03851738418298097,0.0014031082881927528,0
0.09098052108095482,0.13491051253406983,0.08653197959419154,0
0.020496417258022627,0.09549402015331615,0.0271587206934878,0
0.8569930282454246,0.6875426708242911,0.8558464598277675,1
0.09808527457135058,0.18387107067050965,0.09571635721347801,0
0.21055278671493116,0.20642934582944655,0.28588322169621816,0
0.029344139304991197,0.1306743079630537,0.04524607669560957,0
0.9173193584930021,0.6549468658549923,0.9922846203167367,1
0.07723465573575045,0.1412212238167506,0.11051817914594261,0
0.39320369306116654,0.27660492592422614,0.31335087582368093,0
0.00972592395153902,0.046320002070202725,0.005039066506978798,0
0.16316205399216643,0.17114235475514566,0.16604177824371807,0
0.5385521913539122,0.3961610124352564,0.5187671347087779,0
0.3057408221328773,0.2084714193860824,0.24207148603755121,1
0.1612255308111139,0.16660246958695504,0.1512082432456183,1
0.21084498253181788,0.21479508476662482,0.2509122045082533,1
0.01502845283082458,0.062191871055889074,0.021316050855420172,0
0.026209900494264454,0.11278874162885355,0.07326899588515544,0
0.9101906923846892,0.6777721455479365,0.959677085184378,1
0.1423391901505311,0.19045208220970086,0.21071429635940672,0
0.0038518463435507433,0.0508257454642206,0.002808998814942065,0
0.1301958720597491,0.1547691745457553,0.13693283622066782,0
0.9142323686440437,0.6154748871675563,0.9916333274070644,1
0.09622276788088842,0.11850215739019397,0.07579710504798177,0
0.017965082894807246,0.08131595469103113,0.028244967027437437,0
0.10575179422907634,0.1670445201487636,0.13578495107390678,0
0.2794756002587987,0.21213347272023345,0.22265046878388006,1
0.6593100019288288,0.4742195406003834,0.677055089754853,0
0.183346818812356,0.20730417990741815,0.218452473736147,0
0.16593184336791195,0.1816636940631174,0.148746354625345,0
0.8743754040691438,0.5666307490101712,0.9801307513467803,1
0.0003214725338906026,0.07721926386656805,0.006941425673412008,0
0.013013036874866386,0.08096694792451102,0.01918132076155564,0
0.023011507303779596,0.08625723079857245,0.03095493336473968,0
0.11176013255727858,0.19136471732876056,0.13428710321506945,0
0.14855220686329126,0.1708275079769108,0.1720317728618495,1
0.0008128375318920645,0.07536330771726767,0.003616177143348636,0
0.00988983245615299,0.07672824434353587,0.01546277795232818,0
0.0771835764540843,0.12896764311061312,0.0824422294342926,0
0.057891698270723345,0.10668733661404867,0.08109721411847931,1
0.014609615058826166,0.05390640320823731,0.02022592486922978,0
0.037664300707680405,0.16470074662180617,0.08999232794083861,0
0.002095098186777642,0.044495484073221236,0.0028582434454840376,0
0.028064509204791647,0.16435666431173765,0.09284413059807615,0
0.11986237419287253,0.1868330664289785,0.12671662087914978,0
0.5391380459792586,0.3074764678928234,0.3577028952248129,0
0.061175518901825654,0.140885583868854,0.13386502164867178,0
0.04201487955814425,0.2113663253877441,0.0018113478859925142,0
0.06664739498917154,0.12624377890976862,0.07377444463295452,0
0.02419177618273655,0.14257641600996215,0.03986176028549047,0
0.04735223870393443,0.1489741678363815,0.11149252988649552,0
0.07888610082307072,0.11586435276176955,0.05505785894245965,0
0.2669004932585619,0.27082764861270636,0.0039220244331319145,0
0.16391721837406492,0.18787771855402882,0.15283864550457787,0
0.06532059167810574,0.1495569691337154,0.15699879745694523,1
0.0807444666829439,0.1381037425469151,0.09955999977142453,0
0.14500733986141962,0.16520795685839496,0.18355327330945695,0
0.12396493294331518,0.1694785162976225,0.15996847752315227,0
0.019907058966149343,0.08883008696997868,0.03392318902030871,0
0.1769088008253016,0.20024144580634332,0.18266753056438848,0
0.003295686717020548,0.0412467924849403,0.002710940168512665,0
0.14674610234590046,0.17255065919453896,0.20173761752758282,0
0.03558094689096874,0.06306442279447906,0.027511263223816588,0
0.0007348547844138106,0.14594586630854295,0.006100739275316126,0
0.09116763696181915,0.13011876912645698,0.08659177719483808,0
0.04978177152941198,0.17634317529728624,0.10626165791669588,0
0.05033561996238255,0.07592870124443782,0.04789368853808586,0
0.16988623023705637,0.18277372993805513,0.16774282747629338,0
0.0036439371040963772,0.04641235210845244,0.003013255160376898,0
0.01074747498964018,0.08918230024598944,0.01563333028948063,0
0.02030401514161558,0.12776990747552822,0.05313841035807049,0
0.003070237861832535,0.14527186027375943,0.004599982280204208,0
0.8098238402344797,0.4903081889882076,0.9470653416493986,1
0.5745281729212576,0.33986648528464325,0.5217050396378418,1
0.9728140385217443,0.6619468814041359,0.9969295305415768,1
0.03973619223728247,0.08921354019034014,0.04373441603043604,0
0.01149219168956925,0.044901629549976695,0.012128076794452486,0
0.10955258540393513,0.17223339502186688,0.14259215859616867,0
0.038412792874786994,0.15543039582049847,0.1304429816938951,0
0.10405954700793392,0.17133774895092596,0.16245359035039886,0
0.023657193824655035,0.13018130515868218,0.04683284435888588,1
0.0067264860151415,0.07812577954598447,0.007810037836660516,0
0.0006887080792235768,0.10850595877055765,0.0029320742757673064,0
0.259568162701252,0.2581843688525632,0.23324719798805352,0
0.3227398731974898,0.2075559661728873,0.20294791782048258,1
0.026662535059446518,0.07706969669907704,0.025541481299164306,0
0.038145207055799345,0.0693239811367335,0.026076122640702148,0
0.20717130614296542,0.18007698302901887,0.2404920859237989,0
0.004012828015173133,0.045188246789670865,0.0020940777728999985,0
0.06846491121856782,0.1244200998988909,0.06805602016494026,0
0.007398811580946854,0.06359662316114376,0.004936884300276365,0
0.002956433189385541,0.05497698353151829,0.0031572260469401093,0
0.14429978539798247,0.1723427835885079,0.12910520440473586,0
0.10273996976960512,0.12241662011330456,0.13706289238320085,0
0.03848516915829861,0.07885098969970018,0.04841977789641322,0
0.18937678531549998,0.1720302651260442,0.13844849050718672,0
0.7044727510484567,0.605813703285984,0.6898360207113196,1
0.15307235328126728,0.1992871835887552,0.17863132761711834,0
0.014096338430533765,0.08303323795567259,0.01913644514456985,0
0.21279951443800837,0.22246507693468484,0.24540569525546055,0
0.06945915194649101,0.13951059458425202,0.08000966115537966,0
0.18711769095439515,0.20636153844413596,0.2308347877662456,1
0.31919120157900777,0.21782254878973478,0.24301944405712703,0
0.7610563501179758,0.6026184730408772,0.9588618713703672,1
0.05338857676308839,0.1296135066779866,0.07831231013886092,0
0.2823035813484355,0.2061112932045112,0.2518247579845657,1
0.1520375856354692,0.1778517215309644,0.16345660047062752,0
0.010108345641677854,0.03900312707947776,0.003779354869929133,0
0.0002826643550308479,0.04678118584101173,0.0017087586010758556,0
0.2213974654324531,0.21960611161775537,0.2264579577568229,0
0.05575159030990192,0.15049280151385763,0.10614596975974186,0
0.17452111468731327,0.19607600399679898,0.16398962215821533,0
0.07235351711868317,0.14517296669319535,0.1612109469770592,0
0.027153797019449248,0.12370107111177951,0.04622387963653513,0
0.167209777761783,0.17211212600619183,0.16204567336543957,0
0.04186445237441059,0.08924790450419119,0.04975947070800009,0
0.1974625477600462,0.1861940430648026,0.15066996834734625,0
0.11698731485017859,0.1727273419911984,0.15174990430800842,0
0.9331868385021489,0.6419132028333604,0.991027496514955,1
0.0922178601130907,0.1380648958134629,0.07892684578384945,0
0.00906585002912413,0.0615813693181099,0.005939451654097422,0
0.9670189521826796,0.6873931334397774,0.988711416884586,1
0.057696069258304214,0.14594515215613266,0.14273721407337528,0
0.09231531475694706,0.1309046585083161,0.09353051929114979,0
0.01631871595444209,0.20845139774311738,0.010283142654380932,0
0.09378641928771192,0.1411459634893798,0.0869612758002983,0
0.016694281971510013,0.10996934046621215,0.030778841712886702,0
0.002335958073971689,0.04106377297354208,0.001229062295366421,0
0.3308071076922362,0.2084292335617647,0.18957827356289753,1
0.041075841133645805,0.08815993401475727,0.040270256629365904,0
0.0821323944841885,0.12292215888566387,0.07980822509024228,0
0.03520252459524946,0.06311513016462587,0.028479651289958434,0
0.11551091765178492,0.1412483808601662,0.11160105697759752,0
0.21329319201315539,0.19728203067753539,0.23694377598400362,0
0.18378411684425433,0.19087665312858404,0.21479363617433722,1
0.014014178178710507,0.10795814685234668,0.03354574030182343,0
0.08337429317036646,0.17125714527841965,0.10392971388238588,0
0.043914260893538754,0.07807150998191154,0.04778044371140384,0
0.198499902501273,0.17649630435887861,0.18948602718635418,0
0.011626258019174808,0.05374091804425164,0.008318516228740793,0
0.059438971861142,0.10221937244066716,0.09944276999028007,0
0.011107173744801023,0.07860455402975573,0.014391536426865982,0
0.02919121247828032,0.12650031220597646,0.060909685134632977,0
0.012543170385760683,0.06344023013386527,0.006481959715899688,0
0.0033832653268551995,0.042497837662865835,0.003072983261803121,0
0.9860584608408515,0.7060681774811244,0.9948587406145926,1
0.049033025875771255,0.0819364957260061,0.047694120487359236,0
0.496965218105234,0.324947431508069,0.031069373179064254,0
0.1928339633240215,0.19123510975828498,0.22425141421792671,0
0.06176149757724974,0.08836699221790939,0.04881663962514188,0
0.0819399496112568,0.15746088304679595,0.12131433408366957,0
0.010440563367022003,0.06109874079605277,0.006276114167371092,0
0.04390828528203692,0.16011127961095564,0.11667168404228088,0
0.513617684658965,0.25118333418223704,0.3029657513860061,1
